treat,saw_ads,sales,past_sales,female
1,1,0,0,1
1,1,0,0,0
1,1,0,0,0
1,1,5.0799999,0,1
1,1,0,0,1
0,0,0,0,0
1,0,0,0,0
1,0,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,0
1,1,0,10.46,1
1,1,0,0,0
1,1,0,0,1
0,1,0,0,1
0,0,0,0,1
0,1,0,0,1
0,1,0,0,1
1,0,10.64,0,1
1,1,0,0,1
1,0,0,0,0
0,1,0,4.5799999,1
1,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,0,0,0,0
1,1,6.6100001,0,1
1,1,0,0,1
0,1,0,0,0
0,1,0,0,0
1,0,0,12.07,1
1,1,7.3600001,0,1
1,0,0,8.2600002,1
0,1,0,5.6999998,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,0,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,0,0,0,0
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,6.9299998,1
1,1,0,0,1
0,0,0,13.21,1
0,1,0,0,1
0,1,0,0,1
1,0,0,0,1
1,1,0,0,1
1,1,5.2800002,10.25,1
1,1,0,0,0
0,0,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,9.1899996,0,1
1,1,0,4.3200002,0
1,1,0,0,1
1,0,0,0,0
0,1,4.8800001,0,0
1,1,5.0900002,0,1
0,1,0,8.4700003,1
0,1,0,6.6500001,1
0,0,10.09,14.93,1
0,1,0,0,0
1,1,0,0,1
0,1,0,0,0
1,1,7.6100001,0,1
0,1,0,0,1
0,0,7.6199999,0,1
1,0,0,0,0
1,1,0,0,0
1,1,0,0,1
0,0,0,0,1
0,1,0,0,1
0,1,0,2.75,0
0,1,0,0,1
0,0,0,0,0
1,1,0,0,1
1,1,0,0,0
0,1,4.6599998,5.0799999,0
1,1,7.7600002,0,1
1,1,0,0,0
1,1,0,0,0
1,1,0,0,1
1,1,6.1199999,0,1
0,1,0,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,0,0,0,0
1,0,0,0,1
0,1,0,3.6700001,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
0,0,0,0,1
1,1,0,0,1
0,0,0,0,1
1,0,0,0,1
1,0,0,0,0
0,1,0,0,1
1,1,0,0,1
0,0,0,0,1
0,0,0,0,1
1,1,0,0,0
1,1,0,0,1
1,1,5.4899998,0,1
1,0,0,0,1
1,0,6.8499999,0,1
0,1,0,8.4300003,1
1,1,0,10.11,1
0,1,6.8899999,0,1
1,0,0,0,1
1,0,0,0,1
0,1,0,0,1
1,0,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,0,0,0,0
1,0,0,0,0
0,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,0
1,0,0,0,1
0,1,0,0,0
1,1,0,0,1
0,1,0,7.6599998,1
0,1,0,0,0
1,1,0,0,1
0,0,0,0,0
0,1,0,0,1
1,1,0,0,1
1,0,6.6700001,0,1
0,0,0,0,1
0,1,7.6999998,0,1
0,1,0,0,0
1,1,0,0,1
1,1,0,0,1
0,1,3.1600001,0,0
1,0,0,0,1
1,1,0,5.4699998,1
1,1,0,0,1
0,0,0,0,1
0,0,0,11.7,1
1,1,0,0,1
0,0,0,0,0
0,0,0,0,0
0,1,4.1199999,0,0
1,0,0,0,1
0,1,0,0,0
1,1,0,0,1
1,1,0,0,1
0,0,0,9.29,0
1,1,0,0,1
1,1,4.9400001,0,0
0,1,0,0,1
1,1,0,3.6500001,0
1,1,6.1900001,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,0
0,1,10.53,0,1
1,0,15.66,12.62,1
0,1,8.3800001,0,1
1,0,0,0,1
0,1,0,0,0
1,1,0,7.7199998,1
1,1,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
0,1,0,0,0
0,1,0,0,1
1,1,0,0,1
0,1,9.1199999,0,1
1,1,0,0,1
1,1,0,0,0
0,1,0,5.23,0
0,1,0,0,1
1,0,0,0,1
0,1,0,0,1
1,1,0,3.98,1
0,1,0,0,1
0,1,0,0,1
0,0,9.6499996,0,0
0,1,0,0,0
0,1,6.6100001,6.1199999,1
1,0,0,0,1
1,1,0,0,0
1,0,0,0,0
1,0,0,0,1
1,1,0,0,0
0,0,11.29,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,0
0,1,8.5900002,0,1
1,1,0,0,0
1,1,0,6.8299999,1
1,1,5.8299999,4.23,1
0,1,0,0,1
1,0,0,0,1
1,1,0,0,1
1,1,0,3.75,0
1,1,0,0,1
1,1,0,0,0
1,1,0,0,1
1,1,7.4099998,0,1
0,1,0,0,1
0,1,0,6.1599998,1
0,1,0,0,1
1,1,0,0,1
1,1,0,0,0
0,1,0,0,1
1,1,0,0,0
0,1,0,0,1
0,0,0,0,0
1,1,0,0,1
0,0,0,0,1
1,0,5.3099999,0,0
0,1,0,0,1
0,0,0,0,1
1,1,0,0,1
1,0,10.13,0,1
1,0,0,0,1
0,1,4.2600002,0,1
0,1,0,0,0
0,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,1,0,0,0
1,0,0,0,1
0,1,0,3.4000001,0
0,1,0,4.6799998,0
0,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,0,0,0,0
0,1,0,0,1
0,1,0,0,1
0,0,0,0,1
1,0,0,0,1
0,0,0,0,1
1,0,0,0,1
1,1,4.1199999,0,0
1,1,0,0,1
1,0,0,0,0
0,1,0,0,0
1,1,0,5.0900002,1
1,0,0,0,1
0,1,0,0,1
1,1,0,0,0
1,1,2.99,0,0
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,0,0,0,1
0,0,14.46,0,1
0,0,0,0,1
1,1,0,0,1
1,1,0,0,0
0,1,0,10.97,1
0,0,0,0,1
1,1,7.3000002,0,1
1,1,0,0,1
0,1,0,3.3199999,0
1,1,4.3600001,0,0
1,0,0,0,1
0,1,0,0,0
0,1,0,0,1
1,0,0,0,0
0,1,0,0,1
1,0,0,0,0
0,1,0,0,1
1,0,12.21,0,1
1,1,0,0,1
1,1,0,0,0
0,0,0,0,0
0,1,0,0,1
0,1,0,0,1
0,1,0,9,1
1,1,0,0,0
0,1,0,0,0
0,0,0,0,1
0,1,4.0799999,0,1
0,1,0,0,1
0,1,0,0,0
0,1,0,0,1
1,1,0,0,0
0,0,9.6599998,0,1
1,1,0,0,1
0,1,5.0100002,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,0
1,0,0,0,1
0,1,0,0,1
1,0,0,0,1
1,1,0,0,0
1,0,0,0,1
1,0,0,0,0
0,1,0,0,1
1,1,0,0,0
0,1,0,0,0
1,1,0,0,1
1,1,0,0,1
1,1,4.6999998,0,1
1,0,0,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,0,1
0,0,0,0,1
0,1,0,0,1
1,1,0,0,0
0,1,0,0,0
1,1,0,0,0
1,1,6.1199999,0,1
1,0,0,0,1
1,1,0,0,1
0,1,8.4300003,0,1
1,0,0,0,1
1,1,7.73,0,1
1,0,0,0,1
1,1,8.1400003,0,1
0,1,0,0,1
1,0,0,0,1
1,1,7.3800001,0,1
0,1,0,0,1
0,1,6.9000001,0,1
0,1,0,0,0
0,1,0,0,1
0,1,0,0,0
0,1,0,0,0
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,6.48,1
0,1,7.1799998,0,1
1,1,11.59,0,1
0,1,0,0,0
0,1,0,0,0
1,1,0,0,0
0,0,0,15.4,1
1,1,0,0,1
0,1,0,0,1
1,1,3.6400001,0,1
1,0,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,0,0,0,1
1,1,0,0,1
0,0,7.3800001,0,1
0,0,0,0,1
1,1,0,0,1
1,0,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,0,1
1,0,0,0,1
0,0,18.370001,0,1
1,0,0,11.5,1
1,1,0,0,1
0,0,0,0,0
1,1,0,0,0
0,1,4.4400001,7.0999999,1
0,1,0,0,1
1,1,0,0,0
1,0,0,0,1
0,0,7.9000001,0,1
1,1,0,0,1
1,1,7.25,0,1
0,1,0,7.6599998,1
1,1,0,0,1
0,1,0,0,0
1,0,0,0,1
1,1,0,0,0
1,0,0,0,1
0,1,0,0,1
1,1,0,6.46,1
0,1,0,0,0
1,1,0,0,1
0,1,0,10.11,1
1,0,0,0,0
1,0,0,0,1
1,1,0,0,0
1,1,0,0,1
1,1,0,0,1
1,1,5.8000002,0,1
1,0,8.9200001,0,1
1,1,0,0,0
0,1,3.78,0,0
1,0,0,0,1
1,0,0,0,1
1,0,0,0,0
0,1,0,0,0
1,0,0,0,1
0,1,0,0,1
1,1,0,0,1
1,1,0,0,0
0,1,0,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,0,1
1,1,5.52,0,0
1,1,0,0,1
1,1,0,0,1
1,1,0,5.0300002,1
0,1,0,0,0
0,1,0,0,0
0,1,0,5.1500001,0
0,1,0,0,1
1,1,0,6.04,0
1,1,0,4.9899998,1
1,1,0,0,0
0,1,0,0,1
0,1,0,0,0
0,1,0,8.6099997,1
1,0,0,0,1
0,1,0,0,1
1,1,0,0,0
1,1,0,0,1
1,1,8.3100004,0,1
0,1,0,0,1
1,1,0,0,0
1,0,0,9.6499996,1
0,0,0,0,1
1,1,0,0,1
0,1,0,0,0
1,1,0,8.5900002,1
1,1,4.9200001,0,1
0,1,0,0,1
0,0,0,0,1
0,1,0,0,0
0,0,7.6399999,0,0
1,1,0,8.1700001,1
1,1,0,0,1
1,1,7.6799998,9.0500002,1
1,1,0,0,0
1,1,6.46,0,0
1,1,0,0,1
0,1,4.1999998,0,0
0,1,0,0,1
0,1,0,0,1
1,1,6.8800001,0,1
1,1,0,0,0
1,0,0,0,1
0,1,0,0,0
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,1,0,0,0
0,1,3.04,0,0
1,1,0,0,0
1,1,0,0,1
1,1,0,0,1
0,0,0,0,1
1,1,0,0,1
1,1,0,6.1399999,1
1,1,0,0,1
0,1,0,6.1199999,1
0,1,0,0,1
1,1,0,0,1
0,0,0,0,1
1,1,0,0,1
1,1,0,0,0
1,0,0,0,0
0,1,0,6.6100001,1
0,1,0,0,0
1,0,0,0,1
1,1,0,0,0
1,1,6.98,0,1
1,1,0,0,1
1,1,0,0,1
0,0,0,0,0
1,1,5.75,0,0
0,0,0,0,1
0,1,0,0,0
0,1,0,0,0
1,1,0,4.77,1
1,1,7.4699998,9.3999996,1
0,1,0,0,1
1,0,7.52,0,0
0,1,0,0,1
0,1,3.8399999,0,1
1,0,0,0,1
1,1,0,6.5599999,0
1,1,0,0,1
1,1,0,0,1
0,1,0,0,0
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,0
0,1,0,0,1
1,1,0,0,1
0,0,0,0,1
1,0,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,5.02,0,0
0,1,12.99,0,1
0,1,0,0,0
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,0,1
1,1,0,0,1
0,1,0,9.04,1
0,0,0,0,0
0,1,0,0,1
1,1,0,0,0
0,1,0,7.46,1
1,1,0,0,1
1,1,7.4099998,0,1
1,0,0,0,0
1,1,6.4899998,6.75,1
0,1,0,0,0
1,1,0,0,0
0,1,0,0,0
0,1,0,0,1
0,1,4.9000001,0,1
1,0,0,0,0
1,1,0,0,0
1,1,0,0,1
0,1,6.6700001,0,1
0,1,0,0,0
1,1,0,0,0
1,1,7.5799999,0,1
1,1,0,4.4299998,0
1,1,0,0,1
1,1,0,0,1
1,1,6.0700002,0,1
0,1,0,0,1
1,0,0,0,1
1,0,0,0,0
1,1,0,6.1700001,1
1,1,0,0,1
0,0,0,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,0
1,0,0,0,0
0,1,0,0,1
1,0,0,0,1
0,0,0,0,1
1,1,0,12.89,1
0,1,0,0,1
0,0,0,0,1
1,0,0,0,1
1,1,0,0,1
1,1,0,0,1
0,0,0,0,1
1,1,0,0,1
0,0,0,0,1
0,1,0,0,0
1,0,0,0,0
1,0,0,0,1
0,1,5.2800002,0,1
1,1,0,0,0
1,1,0,0,0
1,0,0,0,1
1,1,0,0,1
0,1,0,8.1099997,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,0,0,0,1
1,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,1,6.7399998,0,1
1,1,0,0,1
1,1,0,0,1
1,0,0,0,0
0,0,6.8499999,0,1
1,0,0,0,0
0,1,4.6399999,0,0
0,0,0,0,1
1,0,0,0,0
0,0,0,0,1
1,0,0,0,1
0,0,8.5900002,0,1
0,1,0,0,0
1,1,0,0,1
1,1,0,0,0
1,0,0,14.34,1
0,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,4.27,0,1
1,1,0,0,1
1,1,0,0,1
1,0,0,0,0
1,1,5.2800002,4.3299999,1
1,1,0,0,1
0,1,0,0,1
0,0,0,0,1
0,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,0,0,0,1
1,1,0,0,0
1,0,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,0,0,0,1
1,1,0,0,0
0,0,0,0,1
1,0,0,0,1
0,1,0,0,1
1,0,0,0,1
1,0,0,0,0
1,1,0,6.8000002,1
1,0,0,0,1
0,0,0,0,1
1,0,0,9.29,1
1,1,0,0,0
1,1,0,0,1
1,1,0,5.1900001,1
0,0,0,0,1
0,1,0,0,0
1,1,0,0,0
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,0
1,0,0,0,1
0,0,0,0,1
1,0,0,0,1
0,1,0,4.4400001,1
1,0,0,0,0
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,0,0,0,1
1,1,0,0,0
1,1,7.54,0,1
1,1,0,0,1
1,0,0,0,1
0,1,0,0,1
1,1,0,0,0
0,0,0,0,1
1,1,0,0,0
0,1,0,0,1
0,0,0,0,1
1,1,5.6100001,0,1
1,1,4.1900001,0,1
0,0,0,0,1
1,1,0,0,0
1,0,0,0,0
0,1,0,0,0
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,0
0,0,7.5,0,1
1,1,0,0,0
0,1,0,0,1
0,0,6.46,0,0
1,1,3.5,0,1
0,0,0,0,0
0,1,0,11.51,1
1,1,0,0,1
1,1,0,0,1
0,0,0,8.1000004,1
0,0,0,0,0
1,1,5.6999998,0,1
1,1,0,0,1
0,0,0,0,0
1,1,7.5799999,0,1
1,0,0,0,1
1,0,0,0,1
0,1,0,0,1
0,0,0,0,1
0,1,0,0,1
0,0,0,0,1
1,1,0,5.1500001,1
1,0,0,0,0
0,1,7.8699999,0,1
0,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,0,0,0,0
0,1,0,0,1
0,1,0,0,1
0,0,0,0,0
0,1,0,4.9499998,0
1,1,0,0,0
0,0,0,0,1
1,0,0,0,1
1,1,0,0,1
1,1,0,0,0
0,1,0,0,0
1,0,0,8.3199997,1
0,0,0,0,0
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,0,0,0,0
1,1,0,0,1
0,0,0,9.6899996,1
0,1,0,0,1
0,0,0,0,0
1,0,0,0,1
0,1,0,5.8499999,1
0,0,0,0,0
0,0,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,7.8000002,0,1
1,1,0,0,1
1,0,0,12.18,1
1,1,0,0,0
1,1,0,0,1
1,1,0,0,1
1,0,0,0,0
1,0,0,0,0
0,1,9.3299999,0,1
1,1,0,0,1
0,1,6.52,0,1
1,0,0,0,1
1,0,0,0,1
0,1,0,5.1199999,0
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,4.5599999,1
0,1,0,0,0
1,1,4.71,0,0
0,0,0,0,1
1,0,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,0,0,0,1
1,1,0,5.8699999,1
1,1,0,0,1
1,1,0,4.5300002,1
1,1,5.7399998,0,1
0,1,0,0,1
1,0,0,0,1
1,1,0,0,0
1,1,0,0,1
1,1,0,13.91,1
0,1,0,0,1
0,0,0,0,1
0,1,0,0,1
0,1,0,0,0
1,1,0,0,0
0,1,0,0,1
1,0,0,0,1
1,1,0,0,0
0,0,0,0,0
1,0,0,0,0
1,0,0,0,1
0,1,0,0,1
0,1,5.4899998,0,1
1,0,0,0,0
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,0,0,0,1
1,0,0,0,1
0,1,0,0,1
1,1,0,0,0
0,0,0,0,1
1,1,0,0,0
1,1,0,0,0
0,1,0,0,1
1,1,0,0,0
1,1,0,0,1
0,0,0,0,1
0,1,4.9099998,0,1
1,1,0,0,0
0,0,0,0,1
1,1,0,0,1
1,1,0,0,0
1,0,12.38,0,0
1,1,8.9700003,0,1
1,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,0,0,0,0
0,1,0,0,1
0,0,0,0,1
1,1,8.7700005,0,1
0,0,0,0,0
0,1,0,0,0
0,1,6.1199999,0,1
0,1,0,0,0
1,1,0,0,0
1,0,0,0,0
1,1,0,0,1
0,1,0,0,1
1,0,0,0,0
0,1,0,0,0
1,1,3.72,0,1
1,0,0,0,1
1,1,0,0,1
0,1,0,0,1
1,0,0,0,0
1,0,0,0,1
0,0,0,0,1
1,1,0,5.5799999,1
1,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,1,0,0,0
1,1,0,0,1
0,0,0,0,1
1,1,4.4699998,0,0
1,0,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,0
1,1,0,9.6300001,1
1,1,5.8800001,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,1,0,9.9300003,1
1,1,0,0,1
0,1,5.0500002,8.3100004,1
1,1,4.2800002,13.36,1
1,0,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,0,9.3199997,0,0
1,1,0,0,1
0,1,0,0,1
0,1,4.9899998,0,1
0,0,0,0,1
1,0,0,0,1
0,1,0,5.0799999,1
0,1,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,1,0,5.5900002,1
1,1,0,3.77,0
1,1,0,0,0
1,0,0,0,1
1,1,0,0,0
1,1,0,0,0
1,1,0,0,1
1,1,0,0,1
0,0,0,0,1
0,1,0,0,1
1,0,0,0,0
0,1,0,0,1
0,1,0,8.8999996,1
1,1,14.27,0,1
1,1,0,0,1
1,0,0,0,1
0,1,0,5.9699998,0
0,1,0,8.5900002,0
1,1,0,0,1
1,1,0,4.8200002,0
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,0,0,0,0
1,0,0,0,0
1,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,1,0,0,0
1,0,4.6999998,0,0
1,1,0,0,0
0,0,0,0,1
0,1,0,0,1
1,0,0,0,1
0,1,0,0,1
1,1,0,0,0
1,0,0,0,0
1,0,0,0,0
0,1,0,0,1
0,1,5.21,0,0
1,1,6.54,0,1
1,1,0,0,1
0,1,0,11.01,1
1,1,0,0,0
0,0,0,17.73,1
1,1,0,0,1
0,1,0,0,0
0,1,0,0,1
0,1,0,0,0
1,1,0,0,1
1,1,0,6.5799999,1
0,1,4.2199998,0,1
0,1,0,0,0
1,1,0,0,1
0,0,0,0,1
1,0,0,0,1
0,1,0,0,1
1,1,8.1599998,0,1
1,1,0,0,1
0,1,0,0,0
0,0,0,0,0
1,1,0,0,0
1,1,0,3.48,1
1,0,0,0,0
0,0,0,15.52,1
0,1,0,0,0
0,1,0,0,1
1,1,0,0,1
1,1,0,0,0
1,0,0,0,1
0,1,0,0,1
0,0,0,0,1
1,1,0,0,1
0,1,0,3.6500001,1
0,1,0,0,0
0,1,3.9300001,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,0
0,1,0,0,0
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,0,1
1,1,0,0,1
1,1,0,0,0
1,1,6.0100002,0,0
0,1,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,18.959999,15.61,1
0,1,0,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,0,1
0,1,0,0,1
0,0,0,0,1
0,1,0,0,0
0,1,0,0,0
1,1,0,0,1
0,1,0,0,1
0,1,0,0,0
1,1,0,0,1
0,1,0,0,0
1,1,0,0,1
0,0,0,0,0
1,1,2.46,0,0
1,1,0,0,0
0,1,0,0,1
1,0,0,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,0,0
0,1,0,4.6100001,1
1,0,0,0,0
0,1,0,0,1
1,1,0,0,0
0,0,0,0,0
0,0,0,0,1
1,1,0,0,1
1,0,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,1,0,0,0
0,1,0,0,1
1,0,0,0,1
0,1,0,0,1
1,0,17.049999,0,1
1,1,0,0,0
1,1,0,0,1
0,1,0,0,1
0,1,0,0,1
1,1,0,0,0
1,1,0,0,1
0,1,0,0,1
0,0,0,0,0
1,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,0,6.1500001,0,1
0,1,0,8.9499998,1
0,0,0,0,0
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,0,0,0,1
0,0,0,0,1
0,0,0,0,1
0,1,0,0,0
0,1,2.95,0,0
1,0,0,0,1
1,1,0,0,1
0,0,0,0,1
0,0,9.3400002,0,1
0,1,0,0,1
0,0,0,0,1
0,1,5.0500002,0,1
1,1,7,0,1
1,0,0,0,0
1,1,0,0,0
0,1,0,0,1
1,1,5.5500002,0,1
1,1,0,0,0
1,1,0,0,1
1,1,3.0999999,0,0
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
0,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,1,0,0,1
0,1,0,0,1
0,1,0,0,0
0,1,0,13.03,1
0,1,0,14.24,1
1,0,14.45,0,1
0,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,4.27,0,1
1,1,0,0,1
0,1,0,0,1
0,0,0,0,0
1,1,0,3.22,0
1,1,0,0,1
1,1,0,0,0
1,1,0,0,0
0,1,0,0,1
1,1,0,5.02,0
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,0,0,0,1
0,1,0,0,1
0,0,7.9299998,0,1
0,0,0,0,0
1,1,0,0,1
1,1,6.3099999,0,1
0,0,0,0,0
1,1,0,0,1
1,0,9.5500002,0,1
0,1,0,0,1
1,1,0,7.7199998,1
0,0,0,0,0
0,1,4.2399998,0,1
0,1,0,0,1
1,1,4.9299998,0,0
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,1,0,5.52,1
1,1,0,7.2800002,1
1,0,0,0,0
0,1,0,0,0
1,1,6.1399999,0,1
1,1,2.8399999,0,0
0,0,0,0,1
1,1,0,0,1
0,1,0,0,0
1,0,5.6999998,0,1
0,1,0,0,0
1,1,0,0,1
1,1,0,0,1
0,0,0,0,0
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
0,0,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,0
0,1,0,0,0
1,0,0,0,1
1,0,0,0,1
0,1,10.35,0,1
0,1,0,3.6800001,1
1,0,0,0,1
0,1,0,0,1
1,1,0,6.6799998,1
1,1,0,5.4299998,1
1,1,0,0,1
1,0,0,0,0
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,3.95,0,0
0,0,0,0,0
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,5.8200002,1
1,1,0,0,1
1,0,0,0,1
1,1,0,0,1
0,1,0,7.2600002,1
1,0,0,21.209999,1
0,1,0,0,1
0,0,0,0,1
1,1,0,0,0
0,1,0,0,0
1,0,0,0,1
0,0,0,0,1
0,0,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,0
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
1,0,0,0,1
0,1,0,8.9499998,1
1,1,0,0,1
1,1,0,0,0
0,1,5.9200001,4.6599998,1
1,1,0,0,1
0,1,0,0,1
0,0,0,0,0
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,0,0,0,1
1,0,0,0,0
1,1,0,0,1
0,1,0,0,1
1,1,0,0,1
0,0,0,0,1
1,1,10.1,0,1
0,1,0,0,1
1,1,9.8999996,0,1
0,1,7.5599999,0,0
1,1,0,0,1
0,0,0,0,0
1,1,0,0,1
1,0,10.86,0,1
1,0,10.19,0,1
0,1,0,0,1
1,1,0,0,1
0,0,0,0,1
0,1,0,0,1
0,0,0,0,1
1,1,0,0,0
0,1,0,0,0
1,1,6.1100001,0,1
0,1,0,0,1
1,1,7.02,7.75,1
1,1,0,0,0
1,0,0,0,1
0,1,0,0,1
0,1,0,0,0
1,0,9.2299995,0,1
1,1,0,8.8199997,1
0,1,0,0,1
1,1,3.96,0,0
1,1,0,0,0
1,1,4.23,4.4699998,0
0,0,0,0,1
1,1,0,0,1
1,1,0,0,0
1,1,0,0,0
0,1,0,0,1
0,1,5.1199999,0,1
0,1,0,0,0
1,1,0,0,1
1,1,0,7.4499998,1
0,1,0,0,1
1,0,0,0,1
0,0,0,13.31,1
1,0,0,0,1
0,1,0,0,1
1,1,0,6.3699999,1
1,1,0,0,0
0,1,0,0,1
0,0,0,0,1
1,1,0,0,1
1,0,0,0,1
0,0,0,0,1
0,1,7.3200002,0,1
0,0,0,10.82,1
1,1,0,4.6700001,1
1,1,3.55,0,0
0,1,9.9799995,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,0,0,1
1,1,0,0,0
0,1,0,0,1
1,1,0,0,1
1,0,0,0,1
1,0,0,0,1
0,0,0,0,1
0,0,0,0,0
0,1,0,0,0
0,1,0,0,0
0,0,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,0,1
0,1,9.6099997,7.1300001,1
1,0,0,0,0
1,1,0,0,0
1,1,0,0,0
1,1,0,0,0
0,0,0,0,0
1,1,5.3499999,0,1
1,0,0,0,1
0,0,10.51,0,1
1,0,0,0,1
0,1,7.8899999,9.5,1
0,1,0,0,1
1,1,0,0,0
0,1,0,5.2800002,0
0,1,0,0,1
1,1,0,0,1
1,1,7.1599998,8.0699997,1
0,1,0,3.9100001,1
0,0,16.940001,0,1
0,1,0,0,1
0,1,0,0,1
0,1,0,8.3999996,1
0,1,0,0,1
1,1,0,0,0
1,1,0,0,1
1,1,0,0,1
1,1,0,0,1
0,1,5.5700002,0,1
0,1,0,5.5900002,1
1,0,7.9000001,0,0
0,1,0,0,1
